0,1,2,3,4,5,6,7,8,state
-3.90709,-10.1297,-0.523082,-1.30301,4.71214,-3.0943,0.247297,0.23435,-1.17279,12.0
-3.21952,-7.51017,0.248127,0.0141573,2.3798,-2.13355,-0.107487,-0.670907,-1.63388,12.0
-2.04031,-4.93461,-7.6713,1.96605,-0.767927,1.04844,0.116474,-0.786236,-1.63087,12.0
-5.7771,-7.53493,-0.52136,2.52674,-4.78995,2.34946,0.319441,0.348745,-1.28852,12.0
-4.43777,-4.90944,-2.74242,1.76409,-5.2191,-0.218546,1.37386,2.44235,-2.75711,12.0
-3.63729,-2.60362,-3.00762,1.01692,-3.82095,0.150583,2.26544,3.28586,-4.45114,12.0
-2.14663,0.674351,-4.26644,0.460628,-2.31044,0.522804,2.24399,1.9018,-2.32034,12.0
-0.958341,2.10867,-4.06104,0.02576,-0.431127,-0.18816,1.31013,-0.0915408,0.731025,12.0
-0.0278213,0.327582,-3.00193,-0.186513,0.589338,0.269329,1.25369,-2.27463,3.09796,12.0
0.664401,-2.46744,-0.980791,-0.719719,0.741618,0.259174,-3.11092,6.19081,1.95874,12.0
1.18661,-2.56732,1.02871,-0.93294,0.971621,0.757936,0.810755,15.4087,-0.0263113,12.0
1.77979,-0.0936127,2.37631,-0.635878,1.45809,0.451969,6.92323,49.6233,-42.7017,12.0
3.25929,4.56451,2.69066,0.141111,2.54158,-0.428058,31.5787,-10.2116,-1.3269,12.0
3.63698,6.7398,4.42091,0.528254,4.22638,-1.66559,31.2537,-40.9061,0.944086,12.0
3.85237,8.222,4.88098,0.168057,7.3933,-1.25648,26.1767,-14.1536,-25.978,12.0
4.14663,9.9219,4.30234,-1.04147,11.944,-2.64842,37.8448,-14.1405,-3.90094,12.0
2.54547,10.4706,4.85382,-1.46207,20.3655,-4.77434,16.3205,-4.09936,-3.52797,12.0
0.632818,10.9155,6.2477,-0.892009,29.3773,-8.23947,7.54075,16.2045,-0.348129,12.0
-0.342117,13.7838,3.68326,0.496949,41.6357,-10.074,16.8608,11.8601,8.45706,12.0
-2.20167,18.9467,2.3679,5.94782,40.3419,-15.0048,33.9736,3.85972,-1.35108,12.0
-5.21122,25.2041,3.61028,8.16931,34.2124,-12.7375,20.5015,-1.71647,-5.62231,12.0
-7.61932,30.2441,5.01973,8.26695,33.6788,-8.08752,19.7157,3.83437,-10.6043,12.0
-8.40962,31.0366,3.8506,7.30261,34.8256,-6.01779,17.6502,4.99623,-7.15961,12.0
-8.06742,31.9141,0.465872,6.10594,36.1631,-9.25766,17.5781,6.59299,-7.36321,12.0
-8.09183,31.7284,0.889494,4.74915,35.3342,-9.97652,18.6434,5.26107,-7.80709,12.0
-3.97425,36.258,-6.56915,3.52216,32.0048,-7.3549,19.1718,4.41987,-7.48774,12.0
-2.20221,29.9088,-6.44421,1.85875,26.9417,-5.16149,21.1682,1.57892,-5.17285,12.0
-1.28071,28.8732,-6.88876,0.646228,22.7325,-4.55024,24.1431,-1.49794,-2.61492,12.0
-1.01041,29.9428,-5.84916,-0.0932068,18.4125,-3.38796,29.5851,-4.74169,-0.107839,12.0
2.02686,28.1992,-7.22182,-0.176038,14.7698,-1.98367,33.1444,-8.26375,0.72231,12.0
5.03877,24.1769,-8.85658,-0.412399,11.0057,-1.89827,21.481,-8.9602,-2.71168,12.0
6.44488,21.4315,-9.13415,-0.378655,7.04457,-2.96897,6.27751,-15.4281,5.93238,12.0
7.81937,17.476,-8.98476,-0.434857,3.8131,-1.99146,-1.98416,8.70173,-8.85036,12.0
8.65677,14.0907,-9.19172,-0.756989,0.629036,0.297586,1.96385,33.663,-32.543,12.0
9.30515,10.5651,-8.2849,-0.844067,-2.74245,2.82383,0.3608,24.4275,-16.1787,12.0
8.81583,7.42595,-7.58887,-1.38225,-7.50956,-0.771475,-0.702304,18.333,-12.9489,12.0
6.84973,6.1532,-7.3831,-0.560371,-8.76652,-2.49494,9.06758,9.05278,-4.49435,12.0
4.76556,3.58272,-8.13691,0.100286,-8.56876,-0.779894,8.88927,9.06208,-5.49957,12.0
3.18242,-1.8393,-9.10452,0.576065,-7.66288,-0.232126,4.3725,-1.97832,-3.04623,12.0
0.0105409,6.36746,-6.40862,0.200019,-6.31458,-1.48239,1.67083,-7.33161,-0.995465,12.0
0.566401,-1.71625,-6.1421,-0.0389267,-4.42589,-0.71844,-0.783151,-9.29804,-0.0822776,12.0
-2.50945,-5.14273,-5.9072,1.09112,-2.42931,-0.0462013,-3.17198,-11.6531,1.87591,12.0
-2.52397,-5.43958,-5.17516,1.40326,-0.133149,-0.00928898,-5.22114,-9.44788,3.07607,12.0
-2.42519,-2.51817,-5.10656,1.1937,3.06176,-0.952773,-3.78647,-4.53849,5.22134,12.0
-0.749657,-0.331208,-5.16582,1.82371,7.08217,-1.92245,-1.34471,-0.906028,4.87653,12.0
-0.295762,0.176065,-7.43148,2.25682,7.41393,-2.76754,-0.317414,-0.211481,2.72174,12.0
0.888039,1.87315,-11.7685,1.73803,4.37085,-1.99263,-1.94117,-2.54401,1.33034,12.0
-1.46814,-3.80148,-7.74353,0.843722,-0.279127,0.406979,-2.86126,-3.14036,0.668578,12.0
-2.58005,-8.11327,-2.9732,-0.295901,-3.5862,0.823013,-2.46013,-0.945047,1.19932,12.0
-0.203604,-7.60252,-3.17025,-0.706391,-4.30664,-0.111385,-1.62514,0.214473,2.70568,12.0
0.429395,-4.58005,-4.05617,-0.370537,-2.98351,0.819701,-0.56635,0.813082,2.98295,12.0
0.162534,-3.08203,-2.25632,-0.300617,-1.47995,0.467592,0.321769,0.772314,2.64501,12.0
0.424853,-3.71869,-1.09562,0.325357,-0.282761,-0.376819,0.983552,0.391252,2.30685,12.0
0.659291,-5.03427,0.490313,0.0925439,0.319111,-0.576598,1.8416,-0.564059,2.39876,12.0
0.562329,-4.47952,3.02716,0.220912,0.434824,-0.109997,2.76327,-1.1363,2.02587,12.0
0.597768,-2.22639,4.67504,0.401219,0.59118,0.822064,4.28961,-0.801416,1.69214,12.0
0.797291,-0.283939,5.67215,0.167263,1.19279,0.583544,7.02265,0.218396,0.247431,12.0
0.611684,2.34132,6.3148,-0.613977,2.37756,-2.76446,11.3372,1.37756,-0.873204,12.0
-1.21212,3.78343,8.97673,-0.786989,5.2622,-5.02279,19.2105,3.15966,-1.96121,12.0
-3.36712,5.29638,10.7867,-0.875059,9.14448,-4.49491,32.3433,3.87011,-6.0372,12.0
-4.05219,7.83786,10.1136,-0.0633603,15.2871,-3.37726,45.6495,1.98091,-12.7194,12.0
-3.5971,11.0441,8.41618,-0.581995,22.0946,-4.80274,36.4742,1.11147,-15.4708,12.0
-1.74899,14.9005,4.27421,-1.39206,27.0735,-9.48011,30.7625,9.62342,-16.6241,12.0
-1.35013,18.8892,5.15194,-3.46668,30.3615,-14.2523,36.4371,6.25586,-17.7413,12.0
-2.74029,22.2543,6.8517,-6.92893,30.5356,-17.9941,38.4449,0.971935,-18.4983,12.0
-2.83822,25.9705,6.5298,-9.98246,32.2174,-15.7704,31.9815,3.16648,-17.2661,12.0
-1.43027,28.1771,4.19571,-11.1948,35.2885,-13.2467,25.3739,9.79875,-15.3684,12.0
0.864037,29.7362,-1.85619,-10.4275,36.7549,-13.1989,19.7065,8.41092,-13.1025,12.0
1.00387,29.334,-4.27744,-5.98524,38.1758,-12.5422,16.0584,3.32219,-10.1755,12.0
-0.43319,29.7528,-1.14441,-2.03664,35.6938,-10.1781,11.2199,1.10162,-8.86074,12.0
-1.68294,30.898,-1.4749,-0.74334,30.9827,-4.64095,7.96918,3.60906,-6.55567,12.0
-0.630729,31.3806,-1.73018,0.578312,24.5785,-4.4413,4.69011,4.89723,-3.70307,12.0
1.33283,30.1434,-2.5818,1.58856,19.0305,-5.83764,0.877232,1.98137,-1.71742,12.0
2.89572,26.6787,-2.5467,1.43327,14.2224,-4.19855,0.101584,0.147392,0.292663,12.0
5.14511,25.1222,-4.89397,1.09379,10.9591,-2.49037,-0.959756,0.109232,1.13099,12.0
7.68926,22.5488,-6.15575,1.09787,7.60214,-3.33124,-3.8629,0.454583,2.91278,12.0
9.74273,17.5933,-6.91651,1.48423,4.81745,-2.88926,-5.16319,1.66623,4.31974,12.0
11.369,12.5245,-7.99119,1.41249,1.47831,-1.13727,-6.8492,4.06241,5.09796,12.0
12.8006,8.6017,-8.37987,1.20634,-1.51758,1.19199,-8.57388,5.59527,4.68487,12.0
13.1907,5.5244,-8.47911,0.227601,-5.24591,0.644287,-8.51835,5.90465,3.95031,12.0
11.2748,2.91917,-8.72994,-0.211685,-6.91365,-1.17814,-5.65837,7.40313,4.24047,12.0
8.42608,2.45485,-8.0013,0.11792,-6.80487,-1.63717,-2.55927,6.63572,2.8492,12.0
5.73376,1.85752,-9.27121,0.134088,-5.4465,-1.21536,-1.97118,5.4289,1.39632,12.0
2.68926,-0.775555,-9.3849,0.0183884,-3.21748,-0.179237,-0.303172,4.86325,-0.358187,12.0
-0.360321,-3.56139,-9.61362,-0.433954,-0.881798,-0.233744,0.0124942,4.18282,-0.96816,12.0
0.292432,-0.933451,-16.3865,-0.549881,1.11263,-0.474653,0.504903,4.67236,-0.85038,12.0
-2.81662,-33.5116,-13.2827,-0.698207,2.24297,-0.442293,1.9073,4.25084,-1.45082,12.0
-19.2569,-56.1049,4.17452,-1.34881,3.25167,-1.92875,3.63404,2.7221,-6.20873,12.0
-34.595,-21.9198,28.6538,-1.48051,4.90385,-2.67221,4.16912,6.51344,-1.2873,12.0
-5.08131,2.0833,-2.04439,-1.20323,5.55387,-1.08174,7.44162,-3.25743,2.4729,12.0
-14.0705,18.4585,30.557,-0.65698,2.70388,0.912189,2.4362,-7.29729,3.52715,12.0
9.32015,35.4535,-38.0424,1.01595,-0.868464,2.4255,4.5443,-14.2409,1.35367,12.0
-0.201648,-25.9371,-16.7714,2.01874,-4.04738,0.556678,4.28622,-8.82995,-0.843576,12.0
8.07372,-49.1179,-30.4247,1.89726,-5.60026,-0.83443,7.19063,-9.59869,2.74122,12.0
0.447334,-12.7584,-10.5712,0.64942,-5.29303,-0.548267,5.24923,-8.24613,1.32369,12.0
-3.06357,10.9532,-1.23586,-0.138478,-4.16752,-1.53422,4.61365,-4.70111,-4.57044,12.0
2.07711,17.1286,10.6744,-1.52256,-2.91537,-0.788949,6.58105,-4.23599,-2.58508,12.0
0.90754,-5.65491,3.42117,-2.52897,-2.11678,-0.112801,8.28526,3.35398,5.875,12.0
8.19584,19.0401,9.18165,-3.27445,-0.944031,0.334533,4.82162,16.5769,2.63166,12.0
8.40553,14.7252,6.31279,-2.86224,-0.289707,2.62441,0.622026,21.6894,-6.51168,12.0
5.02538,-0.505857,10.0083,-1.70015,-2.76132,-0.366737,-3.32303,28.5195,-12.3058,12.0
-0.357572,-11.4309,18.2393,-0.271636,-2.92086,-0.998595,3.5676,10.8851,-6.1443,12.0
-2.4873,-0.861304,14.554,1.30724,0.0306375,1.88577,6.11402,23.2425,-14.9547,12.0
-2.00491,8.40041,6.94794,3.03957,3.4912,2.17695,8.67429,-23.4863,-13.4422,12.0
-0.328291,21.5792,1.38641,6.01863,5.63088,-2.92592,18.5411,1.41943,2.44194,12.0
-4.15821,25.0517,0.23968,6.48782,10.0839,-6.80399,34.9412,-13.3732,-16.6314,12.0
-7.87299,28.4664,-3.02194,3.84474,17.4937,-9.27666,31.815,-20.0796,-25.266,12.0
-11.6957,25.2557,-4.76181,1.85794,27.905,-13.025,32.1405,-6.66463,-17.7051,12.0
-14.3803,22.0276,-7.44676,0.663055,38.9893,-17.1096,50.7948,-0.915788,17.3355,12.0
-16.3114,21.5675,-9.66792,4.21105,40.6312,-28.7057,39.0311,-7.65299,-4.19916,12.0
-13.6694,21.8883,-5.4343,10.4493,19.8856,-30.9647,-3.75533,6.77235,-3.68555,12.0
-6.06612,19.0962,-1.26982,12.2729,16.0901,-17.8703,-22.3905,23.0995,-8.14565,12.0
-1.76701,18.8054,-0.319228,10.1628,22.9144,-0.932254,17.3486,8.99749,-4.06178,12.0
1.37049,23.4776,-1.21169,5.30909,27.9087,5.81719,14.576,-0.441948,-3.72292,12.0
1.91375,25.8154,-2.36606,1.46217,30.7751,-0.883106,10.4239,5.66325,0.402879,12.0
-1.54459,24.3979,-2.68249,-2.59048,27.3193,-12.6777,9.01387,6.76551,-3.32302,12.0
-5.71016,19.5801,-1.99738,-4.1169,23.158,-16.2542,10.8308,3.30911,-4.55639,12.0
-6.68487,16.522,-1.15494,-3.17134,18.25,-12.1554,11.1769,2.96205,-4.16479,12.0
-5.51722,16.5975,-0.175517,-1.99314,14.2628,-5.42238,10.1212,2.7428,-4.4058,12.0
-4.56056,17.777,1.02794,-1.72171,11.8521,0.127466,9.25292,2.37017,-4.60534,12.0
-3.65332,16.8612,1.23706,-0.648817,9.82671,1.81849,9.29765,2.29175,-4.33426,12.0
-2.28672,15.6403,1.68501,0.617059,8.26424,-0.321874,9.95572,1.82503,-3.47565,12.0
-0.626909,14.8314,1.78957,1.94348,6.97015,-1.72631,9.81535,1.29089,-3.04929,12.0
0.494766,13.6835,1.69479,1.86128,5.5767,-1.80071,9.04154,0.874034,-2.55297,12.0
1.11316,11.5895,1.4417,1.09774,4.67566,-1.7729,8.64631,0.236079,-3.1705,12.0
1.08862,8.85653,1.2966,0.211549,3.6602,-2.01798,8.57984,0.576343,-2.94176,12.0
0.511927,6.51035,1.48832,-0.441871,3.32231,-2.1836,8.54078,1.10943,-3.09982,12.0
0.0844863,5.9804,1.25278,-0.695148,3.25094,-1.72331,8.9118,1.75445,-3.33156,12.0
-0.224265,6.77644,0.899083,-0.721825,3.25365,-1.33659,8.71405,1.8241,-2.40787,12.0
-0.565186,7.42269,0.737846,-0.560116,3.2929,-1.02402,8.10191,0.538887,-2.63771,12.0
-1.15031,8.11396,1.15011,-0.296446,3.40425,-1.13577,7.19588,-0.735349,-3.98973,12.0
-2.06073,7.81711,1.09899,-0.180708,3.93104,-1.13538,6.7747,-1.08289,-2.94997,12.0
-2.05555,6.97545,0.332157,0.108797,5.01789,-1.7532,7.2171,-1.32263,-1.82485,12.0
-2.13397,6.32172,-0.705972,0.332017,5.54277,-1.98319,8.29985,-1.4048,-1.89041,12.0
-2.61581,7.03768,-1.67779,0.696505,5.72596,-2.558,9.25812,-1.72154,-1.02965,12.0
-3.23677,7.75782,-2.30532,0.831408,5.57098,-3.13587,10.3766,-1.91754,-1.13273,12.0
-3.42866,7.72067,-2.38504,1.30815,5.8286,-3.78632,10.6965,-1.57249,-1.78762,12.0
-3.62454,6.92507,-2.42378,1.68343,6.20239,-4.01306,10.6075,-2.1763,-2.17068,12.0
-3.77971,6.54651,-2.46331,1.93564,6.88436,-3.27501,9.51178,-3.93226,-4.8337,12.0
-4.40689,6.8204,-2.08876,2.05536,8.05178,-3.1992,9.26285,-4.80902,-4.21338,12.0
-5.43854,7.55479,-1.49089,2.23614,9.10263,-3.62527,10.1673,-4.24614,-4.09182,12.0
-6.35679,7.34149,-0.695691,2.82072,9.92288,-4.54665,9.89071,-3.6805,-3.40356,12.0
-6.62318,6.69924,-0.62054,3.5124,10.7499,-4.42064,9.17431,-3.63642,-3.60413,12.0
-6.33423,6.50419,-0.96194,4.02485,10.6769,-3.83031,8.91304,-3.71102,-3.56775,12.0
-6.2075,7.07475,-0.692555,4.20473,9.65787,-4.09478,9.16855,-2.84687,-2.64435,12.0
-5.5839,7.87016,-0.301024,3.90811,8.90808,-3.74923,9.46604,-1.10969,-1.72593,12.0
-4.98651,8.73474,-0.679866,3.36963,7.93025,-3.83325,9.54148,-0.996255,-1.72586,12.0
-4.66443,10.025,-0.371495,2.54065,7.22004,-3.45875,9.19548,-1.48579,-1.95791,12.0
-4.5975,10.7516,0.319829,2.07438,6.88078,-3.73714,9.19051,-2.0167,-2.03184,12.0
-3.93492,9.75725,0.0252095,1.63328,6.83951,-4.48069,9.31596,-3.07531,-2.68001,12.0
-3.68882,8.46293,-0.236149,1.13461,7.36717,-4.64633,9.32175,-4.28315,-3.56001,12.0
-3.69736,7.81696,-0.34956,1.19175,7.92707,-5.34409,9.35777,-4.13088,-3.63777,12.0
-4.1356,8.27875,-0.0112962,1.45743,8.21827,-6.69546,9.3064,-3.64291,-2.90812,12.0
-4.11637,9.11676,0.371039,1.823,9.25585,-3.43965,9.64451,-5.09042,-2.58695,12.0
-3.49463,9.83596,0.724312,1.97128,8.53944,-3.51207,10.7641,-4.65099,-1.4591,12.0
-3.26362,10.0625,0.803983,1.58406,8.1078,-6.26687,10.9039,-2.75841,-0.85198,12.0
-2.82975,9.98812,1.34956,0.488155,8.06701,-7.25462,12.0595,-2.37347,-2.3861,12.0
-2.88463,8.88583,1.08304,-0.653143,8.44737,-7.23781,13.8016,-2.87402,-2.86679,12.0
-2.9905,8.24476,1.43,-1.39629,9.20671,-6.67293,14.8052,-4.19864,-4.16033,12.0
-3.03614,8.89668,2.15838,-1.38159,9.29405,-4.89178,16.4304,-5.82127,-1.97257,12.0
-2.81004,10.0028,3.00476,-1.29044,8.88325,-4.3467,18.2952,-2.6477,-1.47148,12.0
-2.38207,10.798,3.20092,-1.18269,8.83502,-5.85471,19.3517,-3.352,0.280255,12.0
-2.354,11.1838,3.9313,-0.930606,9.32005,-6.39381,17.2136,-2.98415,-1.28754,12.0
-2.14393,11.3391,4.51124,-0.677947,9.73871,-5.61618,14.3545,-3.67364,-3.01052,12.0
-1.61808,11.2585,4.44241,-0.764243,9.9712,-4.68919,13.0245,-4.36532,-0.974619,12.0
-0.983959,11.5923,4.14288,-1.06483,10.3118,-4.57958,13.5086,-2.92271,-1.32591,12.0
-1.17693,12.3502,3.86802,-1.882,10.461,-5.17569,13.6853,-0.476474,-3.46171,12.0
-1.93576,12.9331,4.7399,-1.8413,10.5744,-5.09788,11.1927,0.507105,-5.77016,12.0
-2.94375,11.6564,5.34491,-2.1216,9.9412,-4.21031,6.86398,0.644982,-5.39092,12.0
-3.47974,10.8635,5.30107,-2.04095,9.45277,-4.01366,4.57229,-1.02186,-4.09203,12.0
-3.98544,10.7121,4.90913,-2.19828,9.33925,-4.17103,4.94466,-0.132424,-1.70118,12.0
-4.47885,10.9805,4.78537,-1.86589,9.63681,-4.55318,5.13228,-2.17053,1.32338,12.0
-4.45523,10.863,4.40125,-1.78916,9.82484,-4.5524,8.7202,-2.71352,-0.0256822,12.0
-4.23758,10.7075,4.17411,-1.33318,10.1618,-4.62268,7.23557,-4.34279,0.702406,12.0
-4.15469,10.1688,3.40742,-0.984972,10.3877,-4.46222,4.84313,-6.54465,2.50524,12.0
-3.94213,10.2392,2.987,-1.18072,10.1613,-4.61991,5.21678,-8.14396,2.78913,12.0
-3.65078,10.3856,2.64449,-1.45414,9.82195,-4.81737,5.47139,-8.71386,2.64092,12.0
-3.31575,10.2302,2.53457,-1.82892,9.63643,-4.59123,5.05914,-9.24345,2.71716,12.0
-3.46128,9.70261,2.80358,-2.07926,9.37758,-4.01411,5.75812,-9.24442,2.29985,12.0
-3.3447,9.2102,2.99942,-2.61406,8.92741,-4.02234,7.70131,-8.34326,2.04405,12.0
-3.23988,8.75271,2.84859,-2.69576,8.58773,-4.1776,9.62903,-6.61169,2.40038,12.0
-2.94424,8.55934,2.69972,-2.54952,8.39769,-4.36793,11.0833,-4.68004,1.86306,12.0
-3.01821,8.21948,2.81522,-2.01278,8.28384,-4.24168,12.1252,-3.31595,1.4022,12.0
-2.89842,8.18234,3.00958,-1.77639,8.17198,-3.96598,12.578,-2.58671,0.0902728,12.0
-2.82043,7.95513,3.12697,-1.44604,8.1304,-4.38579,12.9682,-1.86053,-0.797793,12.0
-2.68878,7.45672,2.66878,-1.29651,8.31742,-4.49986,13.0084,-1.31852,-2.11279,12.0
-2.46873,7.26394,2.51878,-1.51978,8.20647,-4.30994,12.9316,-0.633006,-2.31078,12.0
-2.34867,7.26474,2.71301,-1.67597,8.0932,-4.42856,12.2831,-0.66341,-2.74173,12.0
-2.42371,6.96248,2.78988,-1.6576,7.97572,-5.0861,12.0782,-0.885218,-3.32129,12.0
-2.38485,6.92458,2.82908,-1.62157,8.05039,-5.16313,11.7003,-0.95782,-3.44049,12.0
-2.60544,7.04149,2.97933,-1.75906,8.09189,-4.66239,11.5086,-0.765186,-3.6366,12.0
-2.71026,7.49898,3.13016,-1.68721,8.16592,-4.81621,10.897,-0.6816,-4.10646,12.0
-2.93887,7.61388,3.04938,-1.56033,8.58234,-4.42805,10.5248,-0.71784,-4.03288,12.0
-3.19377,7.65621,3.31483,-1.33283,8.9953,-4.50272,10.2594,-0.525052,-4.19115,12.0
-3.31275,7.23908,3.23748,-1.10935,8.60834,-5.93009,9.66754,-0.0289521,-4.04594,12.0
-3.05303,7.12221,3.1263,-1.35633,9.33741,-4.0396,8.48024,-0.366615,-3.63154,12.0
-2.83833,7.3068,2.74402,-1.86765,9.11833,-3.27374,7.9673,-0.784805,-3.17113,12.0
-2.80055,7.49587,2.70546,-2.40845,8.8462,-4.79277,8.00334,-1.05082,-3.16911,12.0
-2.67675,7.45974,3.01533,-2.58901,8.16296,-5.6844,7.75767,-1.09195,-2.59253,12.0
-2.82069,7.53847,3.20535,-2.75854,7.9049,-4.95093,7.0492,-1.43045,-2.44333,12.0
-3.00509,7.42745,3.35691,-2.63371,7.98218,-4.60043,6.63816,-2.15053,-2.28872,12.0
-3.07531,7.24001,3.54893,-2.21598,8.69551,-4.71135,6.26641,-2.30099,-2.17583,12.0
-3.04207,7.16284,3.43423,-2.24957,9.1106,-4.59714,5.93077,-2.07105,-2.1807,12.0
-3.34144,7.01442,3.5457,-2.37008,9.37297,-4.8325,5.79153,-1.54079,-1.91529,12.0
-3.57005,6.93996,3.50404,-2.33251,9.59851,-4.87128,5.7617,-1.35264,-1.68523,12.0
-3.85312,7.21223,3.99922,-1.87275,9.63526,-4.78562,5.36973,-1.15496,-2.3465,12.0
-3.90508,7.09535,3.61396,-1.49345,9.37023,-4.81661,5.18966,-0.433336,-2.23706,12.0
-3.82174,7.05884,3.84626,-1.33149,9.07086,-4.46422,5.06877,-0.392086,-2.54727,12.0
-3.99892,7.02538,4.1901,-1.40896,9.03319,-4.50422,5.30041,-0.0913659,-2.35381,12.0
-3.84857,7.09975,4.15362,-1.56411,8.88253,-4.58398,5.51066,-0.0886126,-2.85334,12.0
-3.69527,7.02338,4.23315,-1.63785,8.9586,-4.50812,5.84428,0.13835,-3.00568,12.0
-3.91959,6.7985,4.34601,-1.27925,9.22447,-3.99912,6.24917,0.0997005,-3.23283,12.0
-3.53982,6.49307,4.46819,-1.46714,9.37619,-3.92557,6.34358,-0.580269,-3.7293,12.0
-3.39107,6.52917,4.39332,-1.80903,9.37752,-3.89305,6.4698,-1.06871,-4.45818,12.0
-3.53555,6.91074,4.50533,-1.87934,9.45436,-3.70097,6.61867,-0.384935,-4.61525,12.0
-3.48654,7.55709,4.69632,-1.95079,9.53095,-3.54763,7.2314,1.01418,-4.38612,12.0
-3.00597,7.55061,4.39564,-2.10057,9.68255,-3.47339,7.57516,2.34095,-4.39082,12.0
-2.9156,7.5061,3.74286,-2.28438,9.64705,-3.24428,8.32436,2.67824,-4.42382,12.0
-3.06142,7.88733,3.81637,-2.47599,9.68504,-3.2866,8.85725,2.06389,-3.99006,12.0
-3.0151,8.91173,3.85209,-2.92357,9.50053,-2.94562,8.98443,0.700574,-4.52055,12.0
-2.66136,9.32912,4.16388,-3.16037,9.46178,-3.22083,9.13694,-1.08843,-4.0834,12.0
-2.16287,9.21352,4.40266,-3.30959,9.38773,-3.10713,9.40359,-2.3083,-3.6872,12.0
-1.68525,9.35779,3.98597,-3.11619,9.16199,-2.98673,9.81843,-3.18643,-3.40737,12.0
-1.38429,10.1126,3.79549,-2.79307,9.12753,-2.36123,10.2502,-2.92872,-2.74852,12.0
-1.53441,11.7804,3.47972,-2.89796,9.24292,-2.05374,11.2414,-2.40782,-2.20133,12.0
-1.66981,12.6944,3.74402,-3.08687,8.85883,-3.25626,11.6184,-2.10677,-2.16074,12.0
-1.3584,12.8459,3.9791,-2.98074,8.78135,-3.52513,12.4739,-2.07265,-2.34513,12.0
-0.917501,12.9528,3.60047,-2.8143,8.44536,-3.01765,13.2099,-2.14979,-2.76159,12.0
-0.675184,13.589,2.8322,-1.88727,8.3324,-2.57456,13.6888,-2.56892,-2.94702,12.0
-0.85398,14.0854,3.02029,-1.27535,8.2557,-2.48578,13.8798,-3.29376,-2.67044,12.0
-1.24178,14.3888,2.66707,-1.00367,8.36887,-2.32634,13.8328,-3.86112,-2.89894,12.0
-1.20988,15.0687,2.35735,-1.23221,8.85882,-2.3708,13.2321,-4.65531,-2.82299,12.0
-1.41408,15.18,1.89207,-0.963068,9.31008,-2.32867,12.3125,-4.73014,-2.25311,12.0
-1.759,15.4465,1.69357,-0.994069,9.83864,-2.13734,11.2232,-4.65673,-1.10705,12.0
-1.67666,15.5893,0.770622,-1.14056,10.3673,-1.98683,9.73786,-5.14501,-0.61759,12.0
-1.302,16.8354,0.425644,-1.36895,10.481,-1.99134,9.52165,-16.6146,-4.7163,12.0
-1.1884,18.5767,0.0750845,-1.0106,10.353,-4.03664,24.8334,-88.6729,24.9073,12.0
-1.22597,20.8873,-0.395122,-0.377742,12.7095,-6.04632,24.9709,-46.5704,11.2954,12.0
-3.39078,22.085,0.107234,0.321593,14.1053,-10.8783,18.8044,0.18984,4.03444,12.0
-3.26904,22.4552,-0.815888,0.415441,13.4466,-2.47202,18.8573,12.3036,-5.57182,12.0
-1.90233,19.8612,-1.17154,-1.48025,11.064,0.637774,7.75118,21.3562,-8.36598,12.0
-1.1092,19.5422,-2.19774,-2.49071,11.0364,-3.91079,11.1414,11.1006,3.54084,12.0
0.370779,21.6813,-3.52985,-2.63531,10.5495,-3.60206,4.11976,14.7748,0.667579,12.0
0.572166,22.9511,-5.60943,-1.26322,9.52039,-4.77421,4.91189,3.4956,0.398394,12.0
0.0792009,22.594,-7.77091,0.00124957,8.8695,-5.75593,12.1131,-1.96137,-11.0708,12.0
-1.74181,21.3467,-8.83313,0.656658,9.09495,-5.51246,9.48425,-3.93491,-4.48666,12.0
-2.85613,20.0629,-9.11491,0.703158,9.82047,-4.00386,10.2751,-2.15408,-4.64396,12.0
-3.00103,18.6167,-9.728,0.600853,10.9148,-3.69951,9.01804,1.8482,-0.938498,12.0
-1.93532,16.9722,-10.2453,0.548818,11.7021,-4.2451,10.969,1.91052,-0.764519,12.0
-1.79538,16.5137,-10.4726,0.404266,11.6667,-3.97656,11.044,-1.00735,-1.51743,12.0
-1.11586,15.2109,-11.3047,0.160882,10.5815,-3.08686,10.4662,-2.24318,-3.17504,12.0
-1.59418,13.9583,-11.7695,0.222238,9.71243,-3.50885,9.51855,-2.00558,-3.64931,12.0
-1.47188,12.7001,-12.3408,0.00132585,8.61486,-4.43859,9.45045,-1.13247,-3.57825,12.0
-2.15822,11.6434,-12.309,0.213794,6.80419,-4.81606,9.6967,-0.988125,-2.84341,12.0
-3.49072,10.2499,-12.3242,0.578573,5.36932,-5.23072,9.32777,-1.44363,-2.57424,12.0
-4.61314,8.63297,-11.6813,0.715044,4.65899,-4.4128,9.10161,-1.32765,-2.65446,12.0
-5.81357,8.00069,-11.3123,1.14918,5.52656,-3.98183,8.87065,-1.28634,-2.88862,12.0
-6.84117,7.03184,-10.2468,2.29297,6.08753,-4.00165,8.80662,-1.31636,-3.81524,12.0
-7.08535,6.13005,-9.47764,3.03012,6.23873,-3.56285,9.00035,-1.31947,-3.5817,12.0
-6.94897,5.41537,-8.66495,2.83543,6.84048,-3.76194,9.0448,-1.664,-3.27039,12.0
-7.48371,5.04908,-7.67105,2.5734,6.91766,-3.61206,8.66986,-2.00366,-3.23354,12.0
-8.14172,4.60543,-6.94815,2.42696,7.03239,-3.42148,9.40806,-2.09214,-2.26068,12.0
